model,tool_condition,item_id,repeat,bucket,verifier,tool_steps,terminal_reward,return,solved,scoring
gpt,tool,AIR-TRADE-02,1,airline_tradeoff,judge,7,1.0,0.93,True,judge
gpt,tool,AIR-TRADE-02,2,airline_tradeoff,judge,6,1.0,0.94,True,judge
gpt,tool,AIR-TRADE-02,3,airline_tradeoff,judge,5,1.0,0.95,True,judge
gpt,tool,AIR-XENT-01,1,airline_cross_entity,judge,7,0.0,-0.07,False,judge
gpt,tool,AIR-XENT-01,2,airline_cross_entity,judge,9,0.0,-0.09,False,judge
gpt,tool,AIR-XENT-01,3,airline_cross_entity,judge,6,0.0,-0.06,False,judge
gpt,tool,AIR-XENT-02,1,airline_cross_entity,judge,11,1.0,0.89,True,judge
gpt,tool,AIR-XENT-02,2,airline_cross_entity,judge,6,1.0,0.94,True,judge
gpt,tool,AIR-XENT-02,3,airline_cross_entity,judge,6,1.0,0.94,True,judge
gpt,tool,MULTI-BREAK-01,1,multi_sector_comparability_break,judge,2,1.0,0.98,True,judge
gpt,tool,MULTI-BREAK-01,2,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
gpt,tool,MULTI-BREAK-01,3,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
gpt,tool,MULTI-BREAK-02,1,multi_sector_comparability_break,judge,2,1.0,0.98,True,judge
gpt,tool,MULTI-BREAK-02,2,multi_sector_comparability_break,judge,2,1.0,0.98,True,judge
gpt,tool,MULTI-BREAK-02,3,multi_sector_comparability_break,judge,4,1.0,0.96,True,judge
gpt,tool,MULTI-BREAK-03,1,multi_sector_comparability_break,judge,2,1.0,0.98,True,judge
gpt,tool,MULTI-BREAK-03,2,multi_sector_comparability_break,judge,2,1.0,0.98,True,judge
gpt,tool,MULTI-BREAK-03,3,multi_sector_comparability_break,judge,1,1.0,0.99,True,judge
gpt,tool,MULTI-BREAK-04,1,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
gpt,tool,MULTI-BREAK-04,2,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
gpt,tool,MULTI-BREAK-04,3,multi_sector_comparability_break,judge,4,1.0,0.96,True,judge
gpt,tool,TECH-CMP-01,1,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CMP-01,2,tech_clean_comparison,judge,6,1.0,0.94,True,numeric
gpt,tool,TECH-CMP-01,3,tech_clean_comparison,judge,6,1.0,0.94,True,numeric
gpt,tool,TECH-CMP-02,1,tech_clean_comparison,judge,2,1.0,0.98,True,judge
gpt,tool,TECH-CMP-02,2,tech_clean_comparison,judge,2,1.0,0.98,True,judge
gpt,tool,TECH-CMP-02,3,tech_clean_comparison,judge,2,1.0,0.98,True,judge
gpt,tool,TECH-CMP-03,1,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CMP-03,2,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CMP-03,3,tech_clean_comparison,judge,7,1.0,0.93,True,numeric
gpt,tool,TECH-CMP-04,1,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CMP-04,2,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CMP-04,3,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CMP-05,1,tech_clean_comparison,judge,2,1.0,0.98,True,numeric
gpt,tool,TECH-CMP-05,2,tech_clean_comparison,judge,2,1.0,0.98,True,numeric
gpt,tool,TECH-CMP-05,3,tech_clean_comparison,judge,2,1.0,0.98,True,numeric
gpt,tool,TECH-CMP-06,1,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CMP-06,2,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CMP-06,3,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-CTRL-01,1,tech_control,judge,1,0.0,-0.01,False,numeric
gpt,tool,TECH-CTRL-01,2,tech_control,judge,1,0.0,-0.01,False,numeric
gpt,tool,TECH-CTRL-01,3,tech_control,judge,1,0.0,-0.01,False,numeric
gpt,tool,TECH-CTRL-02,1,tech_control,judge,3,0.0,-0.03,False,numeric
gpt,tool,TECH-CTRL-02,2,tech_control,judge,1,0.0,-0.01,False,numeric
gpt,tool,TECH-CTRL-02,3,tech_control,judge,3,0.0,-0.03,False,numeric
gpt,tool,TECH-CTRL-03,1,tech_control,judge,1,1.0,0.99,True,numeric
gpt,tool,TECH-CTRL-03,2,tech_control,judge,1,1.0,0.99,True,numeric
gpt,tool,TECH-CTRL-03,3,tech_control,judge,1,1.0,0.99,True,numeric
gpt,tool,TECH-CTRL-04,1,tech_control,judge,3,1.0,0.97,True,numeric
gpt,tool,TECH-CTRL-04,2,tech_control,judge,3,1.0,0.97,True,numeric
gpt,tool,TECH-CTRL-04,3,tech_control,judge,3,1.0,0.97,True,numeric
gpt,tool,TECH-GAAP-01,1,tech_gaap_adjustment,judge,1,1.0,0.99,True,numeric
gpt,tool,TECH-GAAP-01,2,tech_gaap_adjustment,judge,1,1.0,0.99,True,numeric
gpt,tool,TECH-GAAP-01,3,tech_gaap_adjustment,judge,1,1.0,0.99,True,numeric
gpt,tool,TECH-GAAP-02,1,tech_gaap_adjustment,judge,3,1.0,0.97,True,numeric
gpt,tool,TECH-GAAP-02,2,tech_gaap_adjustment,judge,3,1.0,0.97,True,numeric
gpt,tool,TECH-GAAP-02,3,tech_gaap_adjustment,judge,1,1.0,0.99,True,numeric
gpt,tool,TECH-GAAP-03,1,tech_gaap_adjustment,judge,1,1.0,0.99,True,numeric
gpt,tool,TECH-GAAP-03,2,tech_gaap_adjustment,judge,2,1.0,0.98,True,numeric
gpt,tool,TECH-GAAP-03,3,tech_gaap_adjustment,judge,4,1.0,0.96,True,numeric
gpt,tool,TECH-GAAP-04,1,tech_gaap_adjustment,judge,5,1.0,0.95,True,judge
gpt,tool,TECH-GAAP-04,2,tech_gaap_adjustment,judge,4,1.0,0.96,True,judge
gpt,tool,TECH-GAAP-04,3,tech_gaap_adjustment,judge,2,1.0,0.98,True,judge
gpt,tool,TECH-GUIDE-01,1,tech_guidance_verification,judge,1,1.0,0.99,True,judge
gpt,tool,TECH-GUIDE-01,2,tech_guidance_verification,judge,1,1.0,0.99,True,judge
gpt,tool,TECH-GUIDE-01,3,tech_guidance_verification,judge,1,1.0,0.99,True,judge
gpt,tool,TECH-GUIDE-02,1,tech_guidance_verification,judge,1,1.0,0.99,True,judge
gpt,tool,TECH-GUIDE-02,2,tech_guidance_verification,judge,1,1.0,0.99,True,judge
gpt,tool,TECH-GUIDE-02,3,tech_guidance_verification,judge,1,1.0,0.99,True,judge
opus,no_tool,AIR-BREAK-01,1,airline_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-BREAK-01,2,airline_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-BREAK-01,3,airline_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-BREAK-02,1,airline_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-BREAK-02,2,airline_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-BREAK-02,3,airline_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-01,1,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-01,2,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-01,3,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-02,1,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-02,2,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-02,3,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-03,1,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-03,2,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-03,3,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-04,1,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-04,2,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-CTRL-04,3,airline_control,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-TRADE-01,1,airline_tradeoff,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-TRADE-01,2,airline_tradeoff,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-TRADE-01,3,airline_tradeoff,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-TRADE-02,1,airline_tradeoff,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-TRADE-02,2,airline_tradeoff,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-TRADE-02,3,airline_tradeoff,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-XENT-01,1,airline_cross_entity,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-XENT-01,2,airline_cross_entity,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-XENT-01,3,airline_cross_entity,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-XENT-02,1,airline_cross_entity,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-XENT-02,2,airline_cross_entity,judge,0,1.0,1.0,True,judge
opus,no_tool,AIR-XENT-02,3,airline_cross_entity,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-01,1,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-01,2,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-01,3,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-02,1,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-02,2,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-02,3,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-03,1,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-03,2,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-03,3,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-04,1,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-04,2,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,MULTI-BREAK-04,3,multi_sector_comparability_break,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-CMP-01,1,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-01,2,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-01,3,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-02,1,tech_clean_comparison,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-CMP-02,2,tech_clean_comparison,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-CMP-02,3,tech_clean_comparison,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-CMP-03,1,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-03,2,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-03,3,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-04,1,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-04,2,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-04,3,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-05,1,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-05,2,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-05,3,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-06,1,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-06,2,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CMP-06,3,tech_clean_comparison,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-01,1,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-01,2,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-01,3,tech_control,judge,0,0.0,0.0,False,numeric
opus,no_tool,TECH-CTRL-02,1,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-02,2,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-02,3,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-03,1,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-03,2,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-03,3,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-04,1,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-04,2,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-CTRL-04,3,tech_control,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-01,1,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-01,2,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-01,3,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-02,1,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-02,2,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-02,3,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-03,1,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-03,2,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-03,3,tech_gaap_adjustment,judge,0,1.0,1.0,True,numeric
opus,no_tool,TECH-GAAP-04,1,tech_gaap_adjustment,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-GAAP-04,2,tech_gaap_adjustment,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-GAAP-04,3,tech_gaap_adjustment,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-GUIDE-01,1,tech_guidance_verification,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-GUIDE-01,2,tech_guidance_verification,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-GUIDE-01,3,tech_guidance_verification,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-GUIDE-02,1,tech_guidance_verification,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-GUIDE-02,2,tech_guidance_verification,judge,0,1.0,1.0,True,judge
opus,no_tool,TECH-GUIDE-02,3,tech_guidance_verification,judge,0,1.0,1.0,True,judge
opus,tool,AIR-BREAK-01,1,airline_comparability_break,judge,5,1.0,0.95,True,judge
opus,tool,AIR-BREAK-01,2,airline_comparability_break,judge,5,1.0,0.95,True,judge
opus,tool,AIR-BREAK-01,3,airline_comparability_break,judge,6,1.0,0.94,True,judge
opus,tool,AIR-BREAK-02,1,airline_comparability_break,judge,5,1.0,0.95,True,judge
opus,tool,AIR-BREAK-02,2,airline_comparability_break,judge,5,1.0,0.95,True,judge
opus,tool,AIR-BREAK-02,3,airline_comparability_break,judge,5,1.0,0.95,True,judge
opus,tool,AIR-CTRL-01,1,airline_control,judge,5,1.0,0.95,True,judge
opus,tool,AIR-CTRL-01,2,airline_control,judge,5,1.0,0.95,True,judge
opus,tool,AIR-CTRL-01,3,airline_control,judge,4,1.0,0.96,True,judge
opus,tool,AIR-CTRL-02,1,airline_control,judge,5,1.0,0.95,True,judge
opus,tool,AIR-CTRL-02,2,airline_control,judge,5,1.0,0.95,True,judge
opus,tool,AIR-CTRL-02,3,airline_control,judge,5,1.0,0.95,True,judge
opus,tool,AIR-CTRL-03,1,airline_control,judge,7,1.0,0.93,True,judge
opus,tool,AIR-CTRL-03,2,airline_control,judge,6,1.0,0.94,True,judge
opus,tool,AIR-CTRL-03,3,airline_control,judge,7,1.0,0.93,True,judge
opus,tool,AIR-CTRL-04,1,airline_control,judge,6,1.0,0.94,True,judge
opus,tool,AIR-CTRL-04,2,airline_control,judge,5,1.0,0.95,True,judge
opus,tool,AIR-CTRL-04,3,airline_control,judge,6,1.0,0.94,True,judge
opus,tool,AIR-TRADE-01,1,airline_tradeoff,judge,4,1.0,0.96,True,judge
opus,tool,AIR-TRADE-01,2,airline_tradeoff,judge,4,1.0,0.96,True,judge
opus,tool,AIR-TRADE-01,3,airline_tradeoff,judge,5,1.0,0.95,True,judge
opus,tool,AIR-TRADE-02,1,airline_tradeoff,judge,3,1.0,0.97,True,judge
opus,tool,AIR-TRADE-02,2,airline_tradeoff,judge,3,1.0,0.97,True,judge
opus,tool,AIR-TRADE-02,3,airline_tradeoff,judge,3,1.0,0.97,True,judge
opus,tool,AIR-XENT-01,1,airline_cross_entity,judge,5,1.0,0.95,True,judge
opus,tool,AIR-XENT-01,2,airline_cross_entity,judge,7,1.0,0.93,True,judge
opus,tool,AIR-XENT-01,3,airline_cross_entity,judge,6,1.0,0.94,True,judge
opus,tool,AIR-XENT-02,1,airline_cross_entity,judge,5,1.0,0.95,True,judge
opus,tool,AIR-XENT-02,2,airline_cross_entity,judge,5,1.0,0.95,True,judge
opus,tool,AIR-XENT-02,3,airline_cross_entity,judge,5,1.0,0.95,True,judge
opus,tool,MULTI-BREAK-01,1,multi_sector_comparability_break,judge,4,1.0,0.96,True,judge
opus,tool,MULTI-BREAK-01,2,multi_sector_comparability_break,judge,4,1.0,0.96,True,judge
opus,tool,MULTI-BREAK-01,3,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
opus,tool,MULTI-BREAK-02,1,multi_sector_comparability_break,judge,4,1.0,0.96,True,judge
opus,tool,MULTI-BREAK-02,2,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
opus,tool,MULTI-BREAK-02,3,multi_sector_comparability_break,judge,4,1.0,0.96,True,judge
opus,tool,MULTI-BREAK-03,1,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
opus,tool,MULTI-BREAK-03,2,multi_sector_comparability_break,judge,4,1.0,0.96,True,judge
opus,tool,MULTI-BREAK-03,3,multi_sector_comparability_break,judge,4,1.0,0.96,True,judge
opus,tool,MULTI-BREAK-04,1,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
opus,tool,MULTI-BREAK-04,2,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
opus,tool,MULTI-BREAK-04,3,multi_sector_comparability_break,judge,3,1.0,0.97,True,judge
opus,tool,TECH-CMP-01,1,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-01,2,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-01,3,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-02,1,tech_clean_comparison,judge,3,1.0,0.97,True,judge
opus,tool,TECH-CMP-02,2,tech_clean_comparison,judge,4,1.0,0.96,True,judge
opus,tool,TECH-CMP-02,3,tech_clean_comparison,judge,4,1.0,0.96,True,judge
opus,tool,TECH-CMP-03,1,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-03,2,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-03,3,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-04,1,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-04,2,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-04,3,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-05,1,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
opus,tool,TECH-CMP-05,2,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
opus,tool,TECH-CMP-05,3,tech_clean_comparison,judge,4,1.0,0.96,True,numeric
opus,tool,TECH-CMP-06,1,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-06,2,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CMP-06,3,tech_clean_comparison,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-01,1,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-01,2,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-01,3,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-02,1,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-02,2,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-02,3,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-03,1,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-03,2,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-03,3,tech_control,judge,2,1.0,0.98,True,numeric
opus,tool,TECH-CTRL-04,1,tech_control,judge,4,1.0,0.96,True,numeric
opus,tool,TECH-CTRL-04,2,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-CTRL-04,3,tech_control,judge,3,1.0,0.97,True,numeric
opus,tool,TECH-GAAP-01,1,tech_gaap_adjustment,judge,5,1.0,0.95,True,numeric
opus,tool,TECH-GAAP-01,2,tech_gaap_adjustment,judge,5,1.0,0.95,True,numeric
opus,tool,TECH-GAAP-01,3,tech_gaap_adjustment,judge,6,1.0,0.94,True,numeric
opus,tool,TECH-GAAP-02,1,tech_gaap_adjustment,judge,5,1.0,0.95,True,numeric
opus,tool,TECH-GAAP-02,2,tech_gaap_adjustment,judge,4,1.0,0.96,True,numeric
opus,tool,TECH-GAAP-02,3,tech_gaap_adjustment,judge,4,1.0,0.96,True,numeric
opus,tool,TECH-GAAP-03,1,tech_gaap_adjustment,judge,6,1.0,0.94,True,numeric
opus,tool,TECH-GAAP-03,2,tech_gaap_adjustment,judge,4,1.0,0.96,True,numeric
opus,tool,TECH-GAAP-03,3,tech_gaap_adjustment,judge,6,1.0,0.94,True,numeric
opus,tool,TECH-GAAP-04,1,tech_gaap_adjustment,judge,3,1.0,0.97,True,judge
opus,tool,TECH-GAAP-04,2,tech_gaap_adjustment,judge,3,1.0,0.97,True,judge
opus,tool,TECH-GAAP-04,3,tech_gaap_adjustment,judge,3,1.0,0.97,True,judge
opus,tool,TECH-GUIDE-01,1,tech_guidance_verification,judge,5,1.0,0.95,True,judge
opus,tool,TECH-GUIDE-01,2,tech_guidance_verification,judge,5,1.0,0.95,True,judge
opus,tool,TECH-GUIDE-01,3,tech_guidance_verification,judge,5,1.0,0.95,True,judge
opus,tool,TECH-GUIDE-02,1,tech_guidance_verification,judge,7,1.0,0.93,True,judge
opus,tool,TECH-GUIDE-02,2,tech_guidance_verification,judge,5,1.0,0.95,True,judge
opus,tool,TECH-GUIDE-02,3,tech_guidance_verification,judge,5,1.0,0.95,True,judge
